Gene,Exp
OR8K1,1.970956
C17ORF38,1.666236
ODF4,2.4876
PCDHB12,2.55703
SLC30A10,2.155522
MRPL34,8.540464
LOC388407,2.590717
EPRS,9.831937
MORC3,4.861297
SPECC1,2.41726
RRAGA,9.553044
LOC400506,7.52487
TBRG4,8.371906
FLJ41423,6.792363
TXNDC12,10.615294
SLC22A8,2.031237
UBE2Z,6.046891
GAS8,6.189694
PNMA3,6.581147
DTNBP1,5.083708
COG7,4.888029
AKAP11,2.515198
GAGE6,2.722134
SYN1,3.195757
FLJ42986,1.985003
IIP45,7.289575
CD164,3.989152
ZIC5,3.856952
PRKAA1,4.665075
LUZP4,1.801137
MGC4655,2.439041
COL6A2,6.20363
TRAF6,4.722197
MRC2,3.738434
ATP8B4,3.830195
AGXT2,1.702652
FAM24A,1.672459
TMEM105,2.029311
COQ6,6.193194
STARD5,1.961025
LOC644615,7.674237
TIMM44,7.471708
CDH15,3.205125
ZBTB40,6.053726
NAPSA,1.853366
PRDM16,1.672732
VPS13A,1.826319
FLJ10815,5.171685
PCTK3,6.445501
KLP1,7.00357
EPN2,1.761255
JAKMIP1,1.88273
FCMD,3.475681
ABCA5,2.217812
IFT172,4.456136
ACRBP,2.01218
C1ORF128,9.078374
KRTAP19-6,3.8561
SOX15,8.245071
DDX23,7.689771
MCRS1,8.904368
TRIM43,1.747529
SEC22L1,7.286286
HDGFRP3,7.505024
TNFSF13,2.493861
AASDH,6.099739
CD1E,1.737195
USH1C,1.510594
NDUFA1,11.069959
TGFBR3,6.536313
ANKMY2,6.674746
CPA4,1.551606
MGC2803,8.871206
TUBA1,5.619989
LIPL1,1.631476
PCDHA9,2.231519
ELMO1,6.577549
KIAA0256,5.908677
CCM2,8.261211
STARD5,3.153946
MYOG,3.018854
HSPD1,6.849602
DTX3L,1.971645
DOC1,2.023318
C8ORF48,3.995536
UBP1,8.977424
MYH7B,1.723705
KIAA1688,7.43471
PLCE1,3.536165
ITGB1,3.046317
MMP3,2.634766
NUP210,6.372247
PLEKHG5,2.131342
NPHP1,2.297224
LOC401286,2.438334
MYH6,3.079782
TTC18,2.02178
ATP6V1G1,10.400685
COL22A1,4.633735
SELS,3.744316
KBTBD2,7.709049
SDC2,4.630531
ZNF12,4.893573
FLJ34306,1.747683
MDS1,2.226958
ALLC,2.154415
RINT-1,5.570693
CDKN1A,7.995932
CLEC2B,1.667057
CA7,1.2246
CDC42BPA,2.778138
KBTBD11,6.956977
CHRNG,2.388557
NDUFA3,10.295652
NAGA,3.810927
TLCD1,6.766247
TMEM2,8.188335
PBX1,7.26224
GABRE,2.951534
GNPDA1,10.109873
RPS19,12.714802
EDG6,1.695844
GAS6,7.439744
PAIP2,9.898654
ACOT7,2.348595
MCM3AP,8.119628
P2RY10,2.418987
CIC,6.182497
NME5,1.84631
COPS7B,8.213334
GRIN2B,2.411371
TRIM59,4.580813
ODZ1,1.526726
OPN5,2.134846
PPP1R3F,5.586349
OR52E6,2.19051
ZF,6.111616
RFC3,7.085998
CD36,2.601636
CES7,2.328051
FASN,10.736961
LILRB3,2.275273
TAC3,2.944126
ORC3L,8.303151
SPOCD1,3.587585
EPB41L4B,3.428637
HLRC1,4.795054
PRRT3,6.705507
NCF4,2.201482
TPTE2,2.851171
TSPAN14,5.243007
EPHB2,3.899185
ATP6V0E2L,8.28913
NXT2,4.384155
MAGEB3,2.035866
MICAL2,2.277036
OTUD7,1.521869
CHCHD6,7.012813
ARMCX2,10.104638
SWAP70,8.226779
DNAJC14,6.431198
UBE2G2,8.491824
TMEM14A,7.355074
DBX1,1.995737
POLE3,9.705505
STAT4,2.020953
MTCH2,2.390327
SLC26A6,7.365621
OFD1,5.807299
DOK6,2.812634
RAB19B,1.505412
MTHFD1,7.165796
SH3BP4,8.562589
PMM2,7.477523
GPR84,1.368885
RAB6IP1,8.732326
ZNF8,3.359457
SLC1A2,2.434518
ERMAP,2.509632
ADAM12,2.216117
LTBP1,1.598517
FGFBP1,2.327914
C20ORF59,4.535037
NAP1L3,7.813455
KIAA0703,2.335309
ABLIM1,8.70259
SYNE1,1.936914
CD79B,2.104126
LEMD1,3.280955
ACOT12,1.914483
C20ORF165,2.162436
ERG,2.075226
HISPPD1,2.313614
LY6G5B,2.476902
FLJ25222,6.927702
TTLL3,1.936616
SLC30A2,2.045616
FGF16,3.851313
SUSD3,5.120446
HTRA2,5.919234
MBD2,1.607914
DUSP13,2.612323
SDF4,2.116816
SMTN,6.354818
BRD3,9.138419
GNAS,3.21473
C20ORF29,4.900786
PMP22,6.590654
OR11L1,3.563469
HMGB4,2.700938
SRPR,6.496131
C9ORF77,7.288645
RNF17,2.498321
PTHLH,2.480483
LMOD3,7.82137
MAPK8IP2,3.088467
AMZ1,2.572562
TM9SF2,9.264504
PDE4A,2.184401
NCOA1,4.252944
METAP1,9.405766
ZDHHC13,5.899281
OBFC2A,5.292436
PRKD1,5.777385
MASP1,2.108685
DSCR9,1.406113
C1QC,2.514512
CDC6,4.581739
LOC388965,1.618678
ZNF621,6.371518
C19ORF18,1.527569
FLJ37953,1.750792
ZBTB37,2.096348
CSNK1A1,7.504638
ZCCHC16,1.457402
CTCF,7.962038
CHD1L,6.027601
PRKAB2,6.813813
POLR3H,6.866489
GPRC5B,6.474092
GPATC2,5.305354
RNF34,9.424155
ASB9,3.184168
SLC24A5,1.362184
CASP9,4.860312
RBBP9,6.53812
DMD,1.826049
MEPE,1.779545
HTR4,1.861649
PCBD1,7.447193
RBM21,6.486392
FXYD7,3.143279
CCNA2,9.381982
VKORC1,6.93776
LOC400464,3.047955
CD37,2.113546
MKI67IP,9.346965
PRKACA,2.848721
NR2F1,2.056507
HERC1,7.127829
ZNF3,6.595435
TACR1,1.965116
DLGAP4,1.878087
LRRC59,2.569002
OR6B3,1.721219
C1ORF122,7.450273
PAPOLG,4.077345
DKFZP564J102,5.437623
ZNF96,4.583242
LILRA3,1.248173
FBXO24,2.969401
NIPSNAP3B,1.946945
MVK,3.641003
MME,1.749653
KCTD15,6.057319
WDR40A,7.240037
DUOX2,1.61215
KIAA1967,4.435212
TNPO1,9.172256
CNGA1,2.412843
CENTD2,2.363928
RAD52B,2.613253
NIPBL,1.19105
SYNGR3,5.249522
AQP6,4.134477
RNF113A,5.955341
ZZEF1,5.834762
U2AF1L4,6.143609
P2RY5,3.684001
BCCIP,7.320832
LPL,2.591247
FBXO22,7.762166
C1ORF74,5.870778
STARD13,1.912969
MPN2,1.85021
CNIH,8.309432
ACVR1B,2.937665
IQCF1,1.362425
PLAGL2,7.6837
IL21R,2.061637
PSME2,8.691008
SIX6,1.866511
PRX,2.275931
BOLA3,10.079478
DEADC1,2.953629
TRIM9,3.32878
LOC284361,3.565118
NDUFV1,8.794927
PROM1,9.916269
ZNF385,3.676673
C11ORF10,11.179521
SNTB2,4.870381
LOC387646,1.937353
FAM102B,6.110306
KIR2DL1,1.267878
ICAM2,3.551814
KCTD13,5.833888
TGM3,2.264305
ZCCHC3,6.371823
C11ORF31,4.307133
ERCC6,2.768129
RBM5,8.25015
KATNAL1,2.845713
AMPD2,3.120181
KRTAP26-1,1.920867
OR52B2,1.897751
ATRNL1,1.706416
SARS,7.372212
RAB22A,6.283298
DCTN3,1.623046
NKX6-2,2.799242
SEC61G,10.556589
ANKRD17,4.933037
TADA2L,4.23962
GLRA3,1.456976
CLK2,7.220627
WWTR1,3.182881
SLC43A2,6.039622
MEGF11,1.557557
ECE2,2.005554
NOV,2.387262
NRP2,2.645549
CYP2S1,7.558949
C12ORF28,3.257237
CDKN1A,2.270543
TNFRSF19L,2.112285
SIVA,8.69436
HCN3,4.910246
GLP1R,2.024791
LOC285498,2.22506
LCE3B,2.274914
ZNF503,4.655993
SPINK1,5.701385
STAG3,3.11912
C1ORF135,7.362676
LOC150383,1.280462
FLJ37927,2.126669
PIP5K2C,5.646243
C16ORF48,6.319116
OR8G2,2.293661
FKBP11,8.310203
GUCA1C,2.144131
ZNF335,3.357286
PRO1853,6.287382
ADD3,7.738718
RETNLB,1.686586
ADAMTS13,1.929685
NUDT17,2.014204
ITGB4BP,9.468176
GPX1,2.106615
SNX16,5.817992
OR10H1,1.311228
CCDC17,2.741893
RUNX3,2.835981
PRIC285,7.714217
THUMPD2,6.560481
ACTR3B,5.885127
GSN,2.355432
MGC13057,4.426048
C3AR1,1.888682
ZNF177,5.417596
SPSB2,6.929898
HSPG2,1.935565
NPC1L1,2.729679
CLCNKA,5.15954
CTAG2,1.903896
XPA,3.087489
B3GALT3,4.723096
ABHD2,2.16618
GPRASP1,1.814911
CLDN12,7.725033
MTMR7,4.74831
SELS,9.589958
A2BP1,2.40539
CITED4,6.582517
ATP6V1B2,9.256187
SLC27A1,6.167924
CASP8,1.032272
CD200,4.67661
HEATR1,9.397028
BMF,1.463263
CEP63,6.400512
SLC5A3,4.048405
TRIB3,5.264962
C19ORF19,1.837769
HSDL2,6.376086
C19ORF10,7.79215
OR5AC2,1.366601
CCNT2,1.775365
ARL2,9.592819
NUDT18,3.9951
CXCL1,1.980204
ADAMTS20,2.299024
PARVB,5.824423
PNPLA2,6.127415
PMS2L2,1.598144
GPR110,1.75298
KCNIP4,2.163636
RPS15A,12.513833
RABL5,2.084495
MFAP2,7.433561
UBE2D1,1.916756
PLEC1,1.184806
HSH2D,2.869812
LAMA2,4.022572
CDKAL1,6.293874
FLJ11305,9.525909
ZPBP2,1.650723
SLC25A12,5.164537
PCGF5,2.198103
FLJ25410,2.788346
SH3GL1,5.400111
ACOT7,1.899902
SPRYD3,4.099724
LHCGR,2.249027
LSM4,10.291813
IL11,2.189339
IL17C,1.788423
SLC23A3,2.129242
GSTA5,2.225789
APITD1,4.566682
NEK11,2.121047
EPM2A,1.758278
KIF5B,7.280628
TTK,8.290971
RAB13,6.495682
MSL3L1,2.006482
HEY1,5.441396
SNX19,5.146631
FRAT2,10.579378
RSHL2,3.5422
AMDHD1,2.222617
KIAA1754L,1.947965
LDOC1,8.010975
SNN,6.06109
PPP1R14D,2.821686
NAPG,5.3488
COTL1,4.314229
LHFPL5,1.43128
FLJ46247,1.275474
SIN3B,6.042129
MAP4,1.799074
C11ORF17,6.971896
MLH1,7.232335
COL27A1,3.67814
C9ORF5,7.665231
UGCGL2,5.511406
NOVA2,2.09931
TTLL6,2.392724
KIAA2022,2.170983
DKFZP586H2123,2.190212
KCNK15,2.056728
AMD1,9.683747
FLJ10154,9.774871
ADAM19,2.717377
HIST1H3F,3.728335
MED18,1.880987
ADPRHL1,1.894434
SIT1,2.586855
NCALD,3.451185
WBP2,10.390358
RPL23A,8.314105
SEC10L1,5.328978
MGC33887,3.173254
GPHB5,2.186208
CRLF2,2.110881
KCNH7,2.322205
PHIP,8.650021
ZNF710,2.163173
PSIP1,8.591342
HSN2,2.203266
TCF23,1.587454
C11ORF36,1.788585
DSCAM,2.128591
BPGM,2.090813
MAS1,2.971581
TYR,1.651079
2012/09/11,8.173256
TRAM2,6.952035
GLRA2,1.739993
CHRNA7,3.950621
KLF8,4.727507
GCH1,2.646782
LOC346653,2.054335
RASL10B,3.406746
FLJ20032,1.519407
MIB1,4.123247
TCL1A,1.998412
OR11H4,2.494041
SERPINA3,1.958627
C10ORF83,5.632766
TOX,4.710267
SRD5A2,2.407245
ABCB9,2.640603
DOCK8,1.724323
GGT6,1.70715
PDLIM1,9.230433
PPP2R2A,8.998793
THAP1,5.572371
SLC35B2,7.902616
CPB2,2.051958
APOC1,7.826321
SYNGR2,1.571569
ILF3,6.115152
PTPDC1,1.718159
SLITRK5,3.431929
C1ORF188,1.596014
GDAP2,5.027809
HSPA1A,7.784061
DCTN1,1.732924
KIAA0980,4.902724
OSTALPHA,4.782652
TCF20,5.349288
IPP,4.786252
FLJ90805,6.459892
PLK4,8.034726
DNASE2B,1.734704
SERF2,11.065845
C1ORF113,2.931794
MAB21L2,1.933495
SHD,4.769716
EEF2K,7.129468
PSMB1,11.939348
OBFC1,6.101861
TPM2,11.14074
FLJ21159,1.387344
VPS37C,9.081738
GBL,7.319588
VPS33B,6.555043
SOX8,6.374063
CCDC25,7.654767
FBXO17,2.939527
FLJ32894,2.235675
SORBS3,6.643432
NDUFS2,3.724623
UBQLN4,8.517589
SUV39H2,4.230014
DLX3,4.809379
ZNF628,3.59403
PKD2L1,2.638503
LOC285989,5.103731
QSCN6L1,6.907331
KCNE3,1.73742
CATSPER1,1.478369
FOXD2,1.518448
C22ORF25,4.441395
GSTT2,4.02778
SEC6L1,6.471179
FLJ20054,4.913581
IRGC,1.773904
PKNOX1,4.348319
GNL1,7.110797
FXYD1,2.49187
SERINC5,2.141248
VMAC,1.966368
PRM3,1.532305
ZDHHC8,9.222761
KIAA1875,2.296306
GPC4,10.415674
PTPN9,3.44696
ITPR1,4.321111
COL11A1,6.401367
GTF3C3,7.892901
STIP1,9.348501
FLJ42102,1.871721
DHDDS,6.172658
CRMP1,10.061067
MAGED2,6.623745
GJB3,2.474081
PRPF40B,3.826544
ETV6,5.746242
NBL1,6.752321
FER,4.733534
TPM2,3.461672
MFSD2,2.630936
FMOD,2.888315
ABCG2,2.239622
DNAJC5,5.053397
IL12RB1,1.649888
SCGN,2.437629
OR7G1,2.180154
XKR7,1.631622
MARK2,3.346598
GPR21,1.633494
GBE1,5.594349
CLIPR-59,8.505249
ZNF41,2.213135
MFSD1,6.668613
WDR74,6.81929
PIM3,1.876415
OR51B6,1.684371
VPS13A,4.010822
CFLAR,5.697046
GTF3C1,8.004855
ITGB6,1.894588
PSPN,2.395424
PAX6,3.207573
TBC1D9B,5.541862
SMPDL3B,6.003542
C20ORF166,1.745918
PNRC1,2.124937
ARFGEF2,4.805436
2012/03/04,4.951279
MGC39606,2.170747
SLC30A7,7.484333
METRNL,5.857254
SFRP5,3.028684
P2RY6,2.433009
NXF4,2.249901
FAM105B,6.123039
FLJ40172,1.165269
GAS7,1.922299
OGN,1.462942
FLJ25416,7.76863
SUMO1,2.337257
PLP1,5.362254
THAP8,3.433689
C20ORF20,8.713527
HGF,2.140334
PHF21B,5.317196
SULT1A2,1.758065
FLJ20674,7.324919
C1ORF35,7.092633
TXNL4A,3.795491
IGFL2,1.533362
FURIN,5.317625
ZNF181,3.657073
OR5D13,2.200663
F8A1,5.612074
KRTHA6,1.765088
FLJ21062,4.8811
RAB26,3.849897
DDO,1.705702
PRRX2,6.387359
FAM79B,1.827652
PIGZ,1.387109
BCAM,4.780368
ZNF574,4.420766
C6ORF125,9.117848
SLC25A28,7.135202
KCNA5,3.021809
PHF16,8.025957
HECTD2,3.125634
PHACTR2,8.500313
LOC651423,5.729772
MGC24665,9.008573
TSPAN3,8.506413
KIAA1505,3.234746
IL1F10,1.460045
EYA3,5.431226
KIAA0859,7.395298
TFAP2E,3.052888
ATPAF1,7.993276
CBX3,8.721321
FLJ22531,7.23782
HECW1,2.523033
C16ORF63,8.853337
GNL3,3.343918
PDE6D,6.847722
CRISPLD2,5.453669
GNLY,2.032834
SPAG16,1.444837
OR10C1,1.621783
SKP1A,2.113003
C1ORF189,1.630816
GOLGA8F,1.887082
RNF126,7.303305
OR5AU1,2.321417
C8ORF31,2.585585
ADSL,10.613273
PNMA2,6.31216
MGC23280,4.345343
THRAP5,8.100749
VMD2L3,1.775238
VPS28,6.964762
RPS6KA2,3.224987
XPC,8.26007
HCN4,2.259289
FLJ27465,2.053081
NALP11,2.200911
PLAC9,6.368981
HNMT,5.362782
KCNK10,2.221868
CKAP4,9.967973
LOC284009,2.088974
MSMB,1.723835
NFE2L2,8.097345
HOM-TES-103,3.331614
ZNF236,3.824052
LOC653216,0.895796
MGC2749,7.927476
CKAP1,9.229499
FLJ45909,5.426338
CDS2,7.401965
ATG7,6.635855
HUWE1,5.821856
OR5K1,1.428805
SKP2,8.122199
AHI1,4.495977
NEUROG1,2.110582
RTF1,4.410796
FKBPL,4.87806
IFNAR2,4.836599
TESK1,6.197042
ZNF513,5.196691
SPRY3,2.278129
PPHLN1,8.06753
SERPINA11,2.386028
RSBN1,6.453757
TRIM6-TRIM34,2.892787
ABC1,6.454952
COL25A1,2.018978
CDR1,1.502242
TMPRSS2,6.509189
YPEL3,6.252914
ARL6IP4,5.986134
MYEOV2,3.018204
ARHGAP18,2.474851
GREB1,1.717713
MUSK,4.7411
SMOC1,1.828054
ZNF490,2.111691
DOK2,2.282386
FAM40A,6.343662
GLYCTK,4.914617
NXN,8.136111
SPRED2,6.339049
EDA,3.702375
FBXL13,3.394182
CDH10,4.016174
HSPB8,2.96194
EFHC2,3.492696
C9ORF103,3.249907
STK39,8.491108
FCRL2,2.053998
ATP5O,11.241352
ATF3,1.975531
SYCE1,2.040831
RCOR2,8.838036
LOC442578,7.988102
LOC126208,8.963652
ATE1,2.815219
MTIF2,2.204965
ITGA7,3.327532
LOC401052,3.349343
EZH1,3.061156
LOC255374,2.267818
CXCL12,7.989986
PDE4D,2.991313
GRM7,2.412156
CHRFAM7A,4.266017
RNF17,1.836347
MMP28,2.578621
HCA112,1.740837
ZNF497,2.183385
RPE,2.222896
C1ORF9,1.80949
CPA5,2.281419
FA2H,4.586896
HAP1,1.627447
KRT23,4.309655
SPAST,2.515392
CEP57,4.971852
PLXNA1,6.928936
HNRPLL,6.395187
CHSY1,8.758573
FXYD3,2.288773
OR2Y1,1.365859
MGC24039,6.592824
LSP1,1.910591
ASIP,2.10338
TRPM1,2.196049
C10ORF137,7.09974
TAT,2.229036
DNER,5.422352
BMP10,1.297544
SMARCA2,6.972564
LOC405753,1.903761
KRTAP21-2,3.049754
TUBB3,10.287273
SLC25A25,7.411215
CPT1B,5.615843
CXCL10,1.737753
SMARCC2,3.38269
HCK,2.918642
OR1A2,2.28103
KRTAP5-7,1.768995
C12ORF5,7.279037
MMP16,2.528535
FLJ23436,3.923055
RAB25,7.970814
PCDHAC1,2.249141
LOC129530,1.496347
RALBP1,6.836482
DAPK2,1.407187
COG1,4.978826
LOC128439,5.005879
C6ORF25,2.461577
SPON1,4.656453
EBAG9,7.947838
RARA,2.000726
LOC388389,2.497087
SIDT2,7.151307
NR2E3,1.894835
NFAM1,2.385843
FLJ23518,3.012482
PGBD1,5.950697
RASGRP4,1.640068
FLJ30313,2.098775
CUTA,3.32156
PAPPA2,1.658484
LOC653813,1.968548
LOC643736,1.592586
MUC4,2.498857
LRP2BP,2.329855
FUT4,6.34706
CD22,2.363463
TRERF1,6.9747
ZNF313,9.184636
C1ORF101,1.609663
ZCCHC8,7.308346
TMEM63C,2.37196
ERCC8,5.764995
C10ORF76,6.61804
KCNA2,1.34865
SLC35A2,4.410533
TCL1B,1.445011
ALOX5,2.071138
GALE,5.565878
DEFB126,1.508433
TADA3L,6.146714
RDH12,4.11036
KCNK16,2.376071
MLX,1.658628
C8ORF44,2.995053
OR5M11,1.592415
TBX2,2.432304
TRIM4,2.208118
C10ORF46,5.174352
DKFZP761B107,1.44704
MGC34732,1.956155
LAMB4,1.971168
ACTR1A,8.285437
HDC,1.558038
DPYSL4,7.169161
KLK4,2.209973
KCNC4,3.458544
PFN4,2.260543
RNF165,4.582662
CSN3,1.841993
TM4SF4,1.811387
AMOT,5.837872
C3ORF39,6.205683
LOC90167,2.344242
KIAA1920,2.040082
MGC39900,1.654048
LOC348174,1.399227
ALS2CR11,1.742535
RIS1,10.56588
AIF1,4.925714
ARPC2,10.827881
AHNAK,2.437951
PLA1A,1.548886
TMEM59,9.697616
CD7,3.026485
AR,1.659712
C1ORF175,1.323596
KRT9,2.707519
ARHGEF15,2.65428
VPS4B,8.40069
PMCHL1,1.372386
CRYGS,2.623017
OBP2A,2.019481
CAMSAP1L1,7.152083
C12ORF29,5.679982
POLR2D,8.252401
ITGA5,6.369897
MCTP2,1.384324
HIST1H2AC,5.196024
DAPK3,7.066139
LOC201725,6.227742
TDRKH,2.99858
FOXA3,7.341183
COL21A1,3.084603
SLC13A2,1.761377
CPS1,6.967852
GAS2L1,1.470701
LCN6,1.477047
NOC2L,6.256091
ARIH2,8.593192
SURF5,6.200068
CTSC,8.771181
MNT,6.78555
SOD2,3.092015
LYSMD1,3.57361
SLC10A6,1.37381
ESCO2,3.276504
IRGQ,1.835999
D21S2056E,2.076417
ZNF439,1.526273
HAS2,6.442213
ZNF202,5.689587
MEIS2,2.734219
SDFR1,8.232639
FLJ25067,4.377491
TAC3,6.745418
TLX2,2.095107
DGKQ,6.589069
RBM28,6.719628
ADAMTSL5,2.406687
PAX4,1.564027
TAX1BP1,9.324463
DCST2,1.481742
CCDC25,6.31634
OR2T4,1.501293
SLC36A2,2.110783
HAGHL,6.039373
FLJ20232,7.573469
SOX30,1.883738
GART,8.119982
KCNAB1,1.757651
SRD5A1,6.808199
C1ORF94,5.160662
ETHE1,2.320187
WDR60,6.168882
WDR4,4.972897
KIAA1529,1.885581
MOBKL1A,2.976966
LOC643842,2.007842
APITD1,7.633482
LKAP,7.103709
KCTD16,2.690723
JAK1,5.593155
MED12,5.396224
SNTB1,6.68727
RAB10,9.709276
ANKRD5,1.515805
PRKCDBP,7.999504
FCN2,2.601305
C7ORF36,6.870355
RAPTOR,2.527501
RASAL1,2.780503
PRKAB1,7.058022
GABRQ,2.106709
LOC389031,2.97601
MUC15,2.769839
C1ORF51,4.882207
PTPN4,7.746005
C6ORF204,5.74219
DCTN1,6.182007
FLJ90834,1.85182
ZFP37,5.922274
ME3,3.184851
RNF38,8.493037
ZFYVE27,2.308339
SERPINA10,1.726413
SLC4A3,3.758633
C1ORF160,5.639821
MRM1,3.839939
UBE2N,9.278043
TUBA8,2.265164
SIX5,7.622079
LOC90321,4.227752
SCAMP3,7.940824
KRTAP10-8,1.627113
C3ORF31,7.496232
C15ORF39,6.105699
TM7SF4,2.171343
FARS2,7.551705
DIRC2,7.997629
DNAJB6,10.32769
TMCO1,9.662386
TRADD,1.601826
ZNF542,2.256504
INT1,6.885327
ALDH2,7.404993
IL1RAP,1.639845
SERPINB5,3.095915
ANAPC13,9.087576
MXI1,2.240802
USH2A,2.009109
CRB3,3.380797
PISD,7.557277
ADPGK,6.821642
PCDHGA8,1.637264
BOLA1,3.36746
BDNF,1.875751
CHST2,3.426941
SERTAD1,6.989391
FAM49A,2.793289
ANKRD27,5.150047
RFX4,1.958284
ANKRD13B,4.015073
B3GAT1,2.35152
MXI1,2.750672
SAPS1,5.368635
HTR1E,4.660739
MED9,5.995524
C3ORF56,1.825015
ZNF79,2.744473
LOC389607,2.452918
NDUFS8,10.300156
SMCR8,2.076739
DYRK1A,2.192501
LOC375323,1.851283
TMOD4,1.52051
PGD,10.538139
CCPG1,4.373209
KCNJ12,1.37637
ABHD14A,4.434386
SLC26A1,2.795462
SCAND1,8.521388
FLJ23657,2.677145
FBXL10,10.009798
SPINLW1,2.297102
KCNMA1,1.977434
DSTN,4.87684
ZSWIM3,3.469666
NDUFS6,2.297859
USP28,2.475585
CNOT4,3.084201
POU2F1,6.829972
ZIM3,1.960315
CTSW,1.773209
SEMA5B,6.203229
GHRH,1.806718
PER2,2.083781
AMBN,1.503904
IL2RG,2.655548
DDX3X,9.32193
QPCTL,5.189826
ANKFY1,7.536271
PHF17,6.364204
HDAC7A,2.143823
FLJ10781,6.740199
HOXC6,3.43799
HAS3,7.845721
ADPRH,2.913245
KSR2,2.270846
EIF5A,9.762403
FLJ23514,4.884766
GAP43,6.68281
TMEM93,5.443818
RASGRP2,5.077341
GAMT,6.662093
ZNF167,2.051537
SCHIP1,6.882537
SNRPD3,6.319939
UBE1L,1.752809
VIP,1.538663
ZGPAT,7.346656
FUT2,2.911808
DSG1,1.923557
TSSK1,2.172191
C9ORF47,1.868132
TMC6,7.097941
IL9R,2.374295
ATHL1,6.762539
RNF167,7.419525
CD151,5.58984
FLT4,2.969146
XAGE2,2.021633
OR52N5,2.180036
SHARPIN,5.476188
VAV2,5.172696
ABCG1,3.05835
NDP,2.030469
LHX8,1.836112
ZNF626,5.78979
C6ORF117,7.642315
TBXA2R,1.815267
LGALS13,3.072518
THRSP,1.221044
LRRC4,1.443843
CAMK2N1,7.12024
HMFN0839,3.456843
FRMD5,2.892075
ATP5H,11.30315
UBTD1,7.521126
MS4A10,2.27797
LOC90925,1.962554
RGAG1,2.062803
SLC39A5,2.299683
SLC35F3,2.101421
ABCA4,4.082398
EIF4ENIF1,6.881025
LRRC28,6.376933
NUDT4P1,1.918574
FLJ22555,8.642942
OR7C2,1.406875
CNTNAP4,1.729263
NFX1,2.317714
C1ORF2,8.908585
LRRC3,3.229281
ZADH2,3.109007
FLJ36046,2.77248
ACADS,3.846146
PSG8,1.931193
SIDT1,1.396983
MYH3,2.546719
C13ORF23,8.972086
FGR,2.301889
PTHR1,5.99046
SLITRK2,2.191761
OR5C1,2.511874
FLJ20035,2.689421
RNASE1,3.281819
CLDN2,1.7818
DHX30,8.680415
ZA20D2,11.095749
SIGLEC9,1.958053
TNP2,1.461902
RHOBTB1,1.840247
GPT,2.240678
EMILIN3,3.146624
MYCL1,2.176104
USP53,2.774807
PHF15,7.167775
C6ORF47,6.093458
GPR30,2.021285
FLJ41603,2.419513
SCAND1,5.889315
ACTG2,8.929557
PTER,2.83168
YPEL1,5.184435
TMPO,1.352547
SFRS1,10.267925
MLPH,6.586067
SPRR2A,1.605131
RPUSD3,8.401473
INSM2,2.00039
TBCD,8.337048
SPOP,1.802094
C2ORF24,6.123736
WDR59,8.663395
VCL,11.351565
KLRA1,2.84987
ZNF264,5.633281
OR2B6,1.881665
CPSF6,6.055914
MORC4,2.205979
LTA,2.309885
PGC,1.606121
ERCC5,7.337542
MAML3,1.771936
MCC,3.26267
ABCA6,1.98541
C3ORF25,1.693893
C15ORF44,5.644694
CAMK1D,5.240407
C10ORF61,1.996361
LOC144097,3.847013
CHRD,2.653977
RAD51,5.236832
MGMT,7.277112
TNT,1.767611
LOC441476,1.479734
POLR3C,7.667597
C7ORF20,6.281757
KIAA0232,4.791911
WNT6,3.553494
LCE2B,2.142963
DPYD,1.921386
LOC196264,3.263881
CLIC2,2.396787
CNKSR2,3.274913
PLEK,2.219285
GRHL1,1.658716
ADPRHL1,2.284194
ASB2,2.352476
MGC4562,7.593596
ATP6V0D1,7.944422
FLJ11017,3.526684
GUCY2D,1.996904
CHST8,4.58403
PPP2R5C,2.03456
FGFRL1,7.013831
UGT1A9,2.068568
GPS1,9.232656
C1ORF119,6.390396
PCBD1,7.316539
KIAA0372,7.805715
CENTG3,6.67441
OR2M4,1.167211
PTGER4,3.095093
CHMP7,4.552698
C3ORF36,2.146424
VIL2,11.296052
CORO7,5.07072
UBR1,3.665452
SFXN2,5.110971
C15ORF33,3.634873
HSPC117,8.946888
TERT,3.828158
NFATC4,2.049981
ANKRD30A,2.193508
TRIM44,7.531507
CBLN2,3.167581
C18ORF56,8.036798
VPS41,4.119614
DHX57,3.659278
PPM1B,5.534161
ACTL7B,2.550241
NKX2-3,1.774242
LOC136242,1.805337
CD36,4.143386
MGAT4B,7.313227
KIF13A,2.668822
LOC144233,5.908172
C6ORF113,6.546503
MXRA7,2.295919
SLC26A5,2.423975
GLRX5,11.072726
GIPC1,8.892247
HIST1H2BK,7.832107
CRY2,5.623197
PPRC1,8.42218
VASH1,2.665732
FGFR1,6.240297
CIRH1A,8.766067
KIAA1012,7.82766
SLC13A3,2.047887
CD2BP2,8.85094
DNASE2,7.748165
CRTAM,2.239729
CSRP3,1.683958
APBB1,1.685731
COL5A3,2.839107
MMP9,6.708215
AYTL1,2.32999
BPY2IP1,8.017353
UNQ473,2.936369
GLT8D1,3.949245
LOC493856,6.850348
ATP4B,1.808136
SS18L2,11.119664
C1QB,2.500641
ASNS,10.873579
CLIC3,2.78567
PSMD3,6.355321
GPR101,3.015917
MGC4266,1.233444
C11ORF49,1.909964
RYR3,2.136737
PRSS8,8.245983
GDF5,1.517773
GPR6,2.612802
GRINA,7.513044
