Gene,Exp
PIP3-E,1.999937
C9ORF43,2.222197
KIAA1961,2.116711
FYB,2.442094
PFKFB2,3.864782
TRIP13,8.371053
FLJ11193,4.502795
LOC643226,2.146512
PKIG,2.088875
ADAMTS2,1.732816
EDNRA,4.510431
UBQLN3,2.935278
NCF2,2.643311
B4GALNT4,6.714948
PSEN1,4.299378
RIT2,2.384069
RASGEF1B,2.039966
HBG1,4.700109
PARP3,2.618018
VMD2L2,3.510216
PHC1,8.737156
SPARC,8.41161
NHLRC1,2.127037
KIF1C,5.200534
KIAA1274,2.606858
MGC10992,6.307985
RLN1,2.021541
LOC390748,2.275132
PCDHA3,1.505254
MGC2752,3.631669
EED,1.976495
UBE2L3,4.152378
TIAL1,8.066362
WDR42B,1.24331
NUDCD3,7.117165
ARHGEF7,8.823076
LOC81691,5.688212
CXADR,10.519584
PABPC5,2.80813
ZNF449,2.022191
BPIL1,2.326621
CHAT,1.643752
ALLC,2.40548
TPX2,8.551662
LRRC55,1.94055
PPP3R1,8.552457
KIAA1698,6.84541
POU4F3,1.788782
CARD12,2.740358
DDX58,4.136161
PGLS,8.639684
TMEM86A,1.487706
FGF18,3.020451
HSPBAP1,5.686155
FLJ12998,3.818286
C14ORF46,6.068503
TAF5L,2.807847
TRHDE,2.165139
EMG1,8.714707
SNX13,5.850484
ST6GAL2,2.059269
C10ORF95,2.123922
FLJ30655,2.255619
FAM45B,1.697985
BAI1,1.98635
CNNM2,1.956551
AZGP1,2.547927
C17ORF75,4.521102
OR4A47,1.482945
LOC93622,7.021696
PKN3,6.093192
MAP3K12,3.890767
KRTAP10-2,2.207631
WDR64,1.674342
CLCA1,2.181463
TGM2,3.134879
GATA1,1.668455
KIF3C,6.707247
ASTN2,4.281056
CD33L3,1.431119
PASD1,1.294288
ARMC7,6.426033
C1ORF183,3.674278
LOC649387,2.241974
BUB1B,6.01459
ATP6V1D,9.253564
HSPA14,7.77104
GRID2,4.586369
NARS2,7.33376
ARID1A,9.17328
FNBP1,8.025312
LIMK1,4.903933
C3ORF58,6.798185
FLJ45645,2.575388
UROS,8.251911
SLC22A7,1.976208
OR10Z1,2.119446
SNX7,2.563512
DDX55,7.9132
FCRL3,1.424113
AMAC1,2.841069
SRGAP2,1.993538
ARMC8,3.201888
FLJ40919,1.619614
GCDH,6.233098
DLK1,7.8573
DUSP3,8.106205
LOC400120,2.309469
CHCHD5,7.589588
PRKAG2,6.485715
RIOK1,6.500209
FBXO47,1.660991
LOC648148,1.785007
ZNF189,1.991409
PLEKHA6,2.271276
C1ORF142,5.809405
PLEKHA3,5.167919
FLJ40298,1.228524
CASP10,3.143679
NFAT5,5.659188
LOC653170,3.532495
CAP1,10.695434
IL4I1,2.05378
OR51A2,2.08434
ASCC3,3.425575
INSM1,5.007985
PDCD2,8.78676
BRI3BP,5.683791
RBM12,7.393785
HMGCS1,9.370654
MS4A6A,1.899338
C1ORF21,5.922649
RCCD1,2.448381
CGI-38,1.675576
ARHGAP28,4.049218
PRSS23,5.46203
MAPK12,5.385863
BLVRB,5.217498
AMY1A,1.678101
OR1N2,1.864751
BACE1,2.997399
CGGBP1,1.603415
PRH2,1.959889
SUZ12,9.417635
LOC653386,3.404955
KIAA0746,8.124164
C20ORF116,7.745048
LOC285989,3.08222
IL6ST,2.479642
ANKK1,1.915547
ALOX5AP,2.788638
OR7G3,2.004103
SCN11A,1.654587
PFAAP5,6.196778
FFAR2,1.708651
MOCS2,2.111327
MICA,3.106461
MRPL17,9.419702
EXTL2,8.697602
LOC130951,3.84203
AIG1,6.805338
CXCR3,2.197233
KLRD1,1.682558
PSG1,1.433555
EIF2S2,5.994015
LOC401498,1.780031
GABRB2,1.568035
ZFYVE26,6.735852
NALP7,2.333655
ARNTL2,2.195114
HOXD3,2.66527
PTPRF,9.180263
CHERP,6.169774
GRIN2A,3.508072
BPY2,1.603021
ELOVL1,5.153527
FLJ35725,1.901153
CHIA,1.684242
UPF3B,8.434808
IPO4,7.629081
CHURC1,5.672556
IRF7,5.192376
MYST2,4.262297
COX7C,12.645587
IL21R,1.632862
KRTAP11-1,2.013722
E2F7,7.107315
LLGL1,8.847763
SMCX,4.546354
PSMB9,2.264076
ACTR10,7.548342
UPP1,8.638903
FN5,7.542359
MOBKL2C,4.951827
CLU,1.453122
AHSA2,5.67057
MBTPS2,3.002982
PAQR9,3.531593
KIAA1468,6.207092
PAPOLA,8.809525
CMKOR1,8.108084
KIAA1754L,3.471162
HNT,5.26577
PIGH,4.347895
LNPEP,2.698982
IDS,2.486321
MAD2L1BP,6.419223
KIAA1026,5.904168
PPAN,6.693431
LOC285527,2.349645
CSF2RB,1.695961
ATP6V1E1,9.024636
MRVI1,1.361532
HOXB8,3.445704
OR3A1,2.266946
SMR3A,1.31941
HDAC6,5.865941
C14ORF54,1.91985
SLC6A11,2.850869
MCM8,9.49666
GRB7,3.578614
SMARCA3,6.105059
PCF11,6.867526
SLIC1,1.752482
KCTD17,3.891484
PQLC1,8.080609
MOCS1,3.798427
MCM6,10.905655
TBL1XR1,4.964905
CCDC28A,7.597693
MAB21L2,2.748841
TMEM16J,3.90227
GABRA6,3.354524
ADAMTSL3,1.994389
CHRNA1,1.899792
CCNC,8.623556
USP4,6.677778
C19ORF2,9.728379
CLCNKB,2.587062
SPINLW1,1.594689
LSP1,1.597141
IL17RC,4.414201
SRPK1,8.529755
ZAR1,2.719652
FOXH1,5.026218
GOSR1,4.180303
HSPC105,2.49482
DTNB,4.352944
FLJ10379,7.703698
CTTN,5.964259
PLCXD3,2.447906
PAMCI,2.805176
CAMTA2,2.017729
RBPSUHL,2.72254
TMEM85,9.513176
RPA4,2.176209
SLC35A2,4.00917
C1ORF65,1.334932
MUC7,1.755577
FLJ11795,2.076999
KDELR3,4.304355
PLA2G6,2.616296
C12ORF47,8.376174
FZD5,6.96829
ZNF560,1.875848
EGFR,5.357888
GPR97,2.126864
CEP250,2.596457
PXMP2,7.747275
VAC14,6.112707
TSPAN5,7.374726
CMTM2,2.52525
NFKB2,5.095848
TRY1,2.283114
GRIK4,1.860822
SIX3,3.597661
ZNF609,5.628053
XKR5,2.014847
TEKT3,2.951188
LOC390667,1.70826
SNRPB,10.7573
COL17A1,3.142022
MOSC1,7.778655
CCDC41,6.246117
WFDC2,3.605356
SLC30A9,8.51684
PLOD2,3.88385
TNNI3K,2.098038
PPM1J,4.253574
PPIL4,2.927407
OTUB2,5.116038
GALNACT-2,2.392407
FANCA,2.794075
ANXA13,1.591321
OR6C1,1.569449
IGSF2,1.744428
BDH,3.673955
OR2B11,1.499439
MRPL55,8.157825
PRPF38B,5.951447
C9ORF37,5.062893
OR10X1,1.568138
TTLL10,1.715167
LOC653759,2.324112
PCDHA6,3.637693
TXNDC14,9.085585
ANKMY1,2.252003
INOC1,2.217663
PHACTR3,1.18067
MTX2,2.126777
SAMD9L,1.353842
FBLIM1,2.524919
CG018,2.219057
ZNF383,3.540986
DNAJC9,9.025997
IL1F8,1.429921
ZNF441,1.788254
GJB1,2.611784
WFDC8,2.690573
IL19,1.548441
CCDC51,6.33071
NOXA1,3.424749
SIRT5,5.642654
STARD8,2.382006
KIAA0701,3.203607
OCIAD1,9.841849
NTE,8.758045
ZFYVE9,3.540141
TRIM24,9.998631
KIF4A,6.652582
PSORS1C1,4.040771
CROCC,4.347413
CDC23,8.549083
GYPA,1.9991
FLJ90575,2.151388
ZNF398,2.42686
DOCK2,5.591756
MYBPC2,4.243463
GALC,6.893925
KIAA1008,3.448183
WDR57,8.926847
XYLT2,8.616985
MARS,8.544696
VPS13B,2.006893
SPTLC1,7.075522
PIGM,6.618923
AOC2,2.048995
LTK,1.727083
FLJ30851,2.424714
CTSE,4.272032
ATP6V0D2,1.957948
ZFYVE20,7.889017
TAF1L,5.397854
OR4F15,2.110283
SNAPAP,3.286193
LOC220115,1.77183
DHH,2.561067
LRRCC1,1.315247
SRCRB4D,2.274348
ACAT1,8.281481
GART,2.617216
C19ORF15,2.049797
SDC1,2.299943
NKX2-5,1.607597
KCNIP4,1.141703
LMO2,3.713454
B3GNT3,2.203734
RARRES1,2.54008
MPST,4.751488
KIAA1822L,1.862248
ETNK2,5.239229
LAMB3,2.394609
NR0B1,2.287362
PPFIA1,7.818903
MAP3K4,4.38366
RILP,5.399775
KCNJ4,2.094972
MCMDC1,3.697316
OR6C2,2.246029
MRPL36,9.17407
PPARG,4.005942
FLJ35409,2.045712
ZNF6,2.983636
K-ALPHA-1,13.291335
PPFIA3,1.865659
FAM13A1,1.969415
GABRG2,2.700314
LRTM1,2.772027
GTF2H4,8.267612
HSF2,6.741077
WNT5A,4.475039
PTCH,5.313837
NGB,3.804422
WDR66,1.47091
CST3,10.121226
GNAO1,3.811352
ZNF511,8.359572
KCNH4,1.869517
BMP1,4.814862
DKFZP547C195,6.255288
RBMY1A1,1.322796
SLC9A1,7.761649
BRF1,2.75909
PHKB,7.67038
THRAP5,7.886885
CSNK2B,9.748432
KLKB1,6.653481
HMOX1,6.190819
ODF2L,1.713344
CENTG2,7.84085
CD55,7.633929
SCFD1,9.242013
RPS21,10.625615
BBS1,6.501223
OR2C3,2.013432
GCA,8.694891
CEP72,4.3937
BRI3BP,6.070102
SESN1,7.571268
NME4,10.431206
CUGBP2,2.615492
RELN,4.151346
MCM7,4.657375
PGM1,9.194845
LDB2,8.523413
FAM19A4,1.815952
DEPDC5,2.16837
B3GALT5,2.696359
VPS13A,5.159159
MANBA,7.36632
SPINT2,10.194991
ZNF692,6.046445
RAFTLIN,6.338182
LOC340260,1.458507
CFDP1,7.257936
SPATA12,1.951753
SCAMP4,4.708431
TA-PP2C,5.781248
SEZ6L2,2.45143
MRO,2.058058
KIAA0274,6.76093
NRD1,9.198379
ARG2,7.400116
ARV1,6.984872
PSMD11,5.883876
ALS2CR4,8.75259
PSME3,8.35361
NFATC3,5.365675
HTR6,2.057677
ADK,5.767021
SPN,4.900467
GSN,6.096983
DOCK4,1.915995
PCDHB8,2.41554
C15ORF2,2.008865
DACT1,6.424602
KA21,2.780736
CERKL,1.609997
TSLP,2.527902
HKR3,6.442556
LOC642316,1.836474
PRKCD,7.636117
NARG1L,6.557109
C16ORF33,9.09261
KIAA1826,7.457675
STOML1,3.579715
KRTAP19-1,2.28268
LOXHD1,2.58051
MMP17,1.732057
PSRC1,1.829218
RLF,5.237748
MAP2K3,4.372226
KIAA1456,2.967906
CYLN2,1.619861
GPNMB,1.995627
PDDC1,3.946245
S100P,1.62131
WTIP,5.290367
DOCK6,6.327689
DNASE1L1,2.008187
SPG20,4.922425
OR5D14,1.991571
IFITM1,10.1554
CENPA,7.231219
RAD51L1,2.809047
SCN1B,3.197398
FAM78A,2.010385
TNFSF10,1.316915
SIAH2,5.610514
DNHD2,1.499989
GOT2,10.393303
TAS2R14,2.983078
HTR2C,1.529359
DNASE1L2,2.072344
CADPS2,1.494013
COQ3,7.311338
SMG1,7.650128
YEATS4,8.288004
SKP2,5.506508
DCUN1D4,8.058544
GABRA4,2.35356
EMD,9.565355
KRT1B,2.03032
C2ORF11,1.715569
KRTHB1,2.251082
LRRC54,8.166022
GJB7,3.049127
ANKFY1,5.337075
CDS1,7.123679
SLC26A2,3.050449
RUNX1,2.580323
GPC1,4.366871
ABCC6,1.751091
FLJ21742,2.292455
CXCR4,5.279462
HGF,1.582082
FN3K,3.189202
MGC20255,7.385551
BIRC6,5.033058
AMZ2,9.321113
KCNN3,2.072073
EMP1,3.171173
KRT5,1.886994
C20ORF52,11.076886
IARS,3.607233
C21ORF99,1.655778
BMPR1B,1.786082
POLR3K,8.105041
SCN10A,1.493833
FLJ36445,5.979907
CPLX1,3.27297
APBB1IP,3.154476
OR2S2,1.701697
PFDN4,4.77958
FLJ20647,8.631482
ABHD3,5.941127
NDST3,2.000534
PSG9,1.786436
VEGFB,2.48309
C18ORF25,7.693693
PRAC,2.144222
ARHGAP24,4.142308
PTX3,1.479368
DNAL4,7.672338
ALPPL2,2.707851
SEC61B,11.236634
DPY19L2,3.370389
BRWD1,5.836566
WDR75,9.309088
MYR8,2.055681
CXORF43,2.159021
PLEC1,1.457576
IGHMBP2,3.60024
PPIH,8.364751
SH3BP2,2.627653
ATF1,4.470481
FIGLA,1.905884
YWHAZ,11.161703
SERTAD3,6.663863
CCNB2,9.802518
C1ORF50,7.56967
NAV2,2.227576
IHH,2.153584
VHL,6.208994
OR3A3,1.394924
C4ORF18,2.366873
MGST2,8.030237
CTAGE1,1.608347
ZNF91,7.475682
PRDM8,2.111481
SYMPK,6.301229
ZNF677,2.510945
SUHW1,3.276142
ABTB1,4.721414
ADAM28,1.628998
SCGB1D4,1.739617
ZNF74,4.924051
OSBPL5,4.319401
THOC1,7.883582
CMYA1,1.613354
ALDH1L1,2.154026
WT1,2.961113
FOXJ1,2.383697
C10ORF99,2.131226
ARF1,9.699469
RHOB,5.268134
ATP2B2,2.215446
KLK10,1.445845
GAPDH,10.315034
PCTP,4.159394
WDFY2,7.115411
SPPL2B,3.71945
SMPD3,2.747206
HHLA3,4.400538
FTSJ1,1.417896
KRTAP5-2,1.465032
TRIAD3,2.90262
IQCG,4.402471
RERE,8.323528
PIGA,2.243087
RAD51L1,2.2478
GNA11,6.963925
ABCC1,5.548352
ITGA1,2.41079
CA13,3.519083
SDC3,1.87837
JPH2,3.579081
REG1A,2.82066
DCTD,8.755738
MAX,5.271217
AGTRAP,6.211658
VPS36,6.247508
HS3ST5,4.480486
ICAM5,1.409135
AKAP14,2.598936
WDRPUH,2.163335
MRPS24,9.390711
HEBP1,7.590666
RFNG,8.356341
SPEN,8.116187
CDK6,7.083395
MGC10911,6.691862
PPAPDC2,6.628443
AGA,5.534482
GABRA1,2.425726
TOM1L1,6.128941
EPHB6,6.013044
SMAP,4.169021
EBI3,5.596578
GLT8D2,5.755937
PPP3CB,7.968274
PACRG,2.160593
GULP1,7.274292
PCK2,4.003028
LOC650137,2.565145
IDH3G,7.303005
BTN3A1,3.16694
TAS2R50,2.348976
FFAR3,1.753221
MLL2,2.550055
TSSC4,7.343232
WDR40B,4.371034
C22ORF15,3.658697
M160,1.743805
C1ORF108,10.097164
L3MBTL,1.816271
LOC651137,2.096987
MTMR12,6.624881
PRCC,7.111578
PPIL2,1.320835
VKORC1L1,8.142237
ZBTB8,3.843287
TRPV3,2.187966
PIAS4,8.592218
APOC2,2.580708
C6ORF25,2.65993
CDCA1,4.563054
RAI16,3.595654
ANAPC4,7.956954
ZNF572,2.054594
MMACHC,5.838659
C11ORF44,2.254992
KIFC2,5.608503
NOS1,1.789657
MGST1,5.006828
TARBP1,5.738854
TUBGCP5,4.901351
MAML1,5.459556
PDGFD,4.675457
SF3B3,9.097068
BIRC5,5.645653
SYVN1,6.965892
RTEL1,2.89882
PRDX6,11.491583
ARPC4,3.02118
GALK1,8.395172
RAB3IP,7.966937
FBXO2,6.986627
MXRA5,6.520233
KIAA0514,6.580131
GPR139,1.484341
TMC4,3.047303
FLJ23447,2.110099
CLCA2,1.464546
KIAA2010,7.850067
STOX2,7.270729
OPRM1,3.229795
MVP,2.453769
TMED5,7.949293
OR4C45,2.682368
C14ORF68,1.64324
RAPSN,1.793924
HSA9761,8.817922
C9ORF114,7.105811
PPFIA2,1.461516
URB,3.602221
EHBP1,8.172667
FLJ40125,2.986033
EVI1,2.99308
AEBP2,6.545747
ALX4,1.323055
TAX1BP3,9.034636
SRF,9.282857
PEMT,1.475218
KRT18,6.329031
LARGE,1.668806
ARHGEF6,5.536702
CD44,5.704387
C1ORF42,1.569271
PCGF3,2.404594
PHTF1,6.574249
C6ORF69,7.192672
KIAA2013,7.852909
CCDC34,2.331481
LRRC31,2.978357
LAT2,2.005648
PLA2G4A,1.770395
HDAC9,2.398148
BRI3BP,3.747495
PSRC2,4.340471
WNT3,4.42712
XKR3,1.60631
MATK,1.892966
OR13G1,1.490814
NIFIE14,9.99008
EPHA7,1.61128
C3ORF28,6.894832
MYCL1,3.177453
C9ORF91,4.826666
PAK7,1.963737
ENOSF1,6.696109
ADA,6.787849
ARTN,4.4883
STX16,2.755967
SLC35E4,4.73999
RPGRIP1,3.01095
SELS,8.135832
SUOX,7.754861
SLC5A7,1.647825
POLD4,3.866196
MAG,2.533231
STK16,2.722901
AP2A2,5.652646
LGALS3,2.895005
TEX12,2.254496
RRBP1,6.222244
TRIB1,9.463357
ASTE1,5.6092
NMNAT2,6.930947
IQGAP1,7.064376
ZDHHC9,8.57816
CNFN,6.600639
EIF1,10.039138
TSPAN15,3.402434
NOL7,10.976289
FAIM2,1.408173
UNQ2541,3.390151
PCTK1,2.830861
RHO,1.592314
GDF7,1.537837
VEGF,2.799641
ETV2,2.851744
HOXC5,2.364743
IIP45,4.312987
LOC400924,3.528305
YIPF6,8.052311
TBC1D15,7.605033
HCP5,5.943711
BOC,3.465827
TLX2,3.037612
MCL1,7.171547
TM7SF3,7.766852
SDCCAG3,8.804835
FBP2,1.488408
SNX8,6.748375
ESRRG,2.081664
SLC25A10,5.618121
ZAP70,1.691304
RFXANK,5.402578
FAM89B,5.743534
TMED4,8.118616
HIBADH,8.637486
LOC653686,1.563327
MRPL4,5.671534
LOC284912,2.55072
ADRB1,1.765748
ZNF76,4.846284
BC37295_3,1.854936
SPRED1,9.170715
PTPRC,2.289652
GNAS,5.29138
TCAP,2.286247
NAP1L4,10.266205
TUSC2,5.83092
GPR137,8.2662
CAMK1G,2.74561
GNG4,8.124851
SUFU,2.280291
ASMTL,6.987086
C14ORF4,8.718004
LOC57228,7.192231
LRMP,1.039247
AREG,1.806641
PDIA2,2.251343
ATF7IP2,6.028128
MSI2,5.725335
LEO1,5.021179
LOC441931,1.77022
MYH14,3.52012
GMPPA,7.528506
PRKRIP1,5.909339
KLHL25,4.190241
C7ORF27,7.800229
SERTAD3,2.324897
DPYSL5,2.087649
CCDC47,6.900396
CLDN6,7.926343
HOMER1,6.157433
GAS2,1.481851
ZNF307,5.377423
LOC253012,1.565139
FLJ13096,4.504091
C1QTNF3,1.804731
NFX1,7.712074
C12ORF23,3.612644
TPK1,4.477325
SMUG1,7.226904
PLEKHH3,5.848996
C12ORF62,6.398587
KALRN,2.171747
NRG4,2.132844
THBS3,3.109437
HNRNPG-T,1.683366
VAMP4,5.127344
MYST1,6.34754
FLJ20298,1.854449
OR2J3,1.38405
CBS,11.080564
RAVER2,6.419506
USP32,4.499301
MAS1L,2.263314
C6ORF213,2.227576
KIAA1967,7.502469
BEXL1,9.18152
ANAPC1,8.461489
ZNF431,6.534274
SRXN1,5.543176
LOC645039,1.779187
C6ORF130,8.334823
WWOX,3.32468
OR4P4,3.132076
MRPS17,9.070037
PRKG2,2.104878
LOC128977,5.233804
HTR1D,2.301754
FLJ39575,2.285963
IL1F5,1.943236
OR1F2,2.207151
OXTR,4.876559
VNN3,2.014343
GPR175,6.144026
CTSF,6.049855
CAV3,2.028126
MOAP1,7.11626
LOC51252,2.919369
SEMA4F,5.948183
FLJ35816,2.23617
ERBB2IP,2.668357
KLC3,2.209734
NIF3L1BP1,9.757448
DPP10,1.985815
OR51V1,1.47677
GSG1,1.945103
PDE1B,3.128589
ABAT,2.387901
BRWD1,3.285403
LOC653620,1.660005
LOC339229,4.715941
PCDH19,4.061603
FLJ31438,2.879211
PRX,2.310787
LZTR1,7.707635
KIAA1772,2.755625
KIAA1754,7.066604
TAS1R1,2.16642
DNM1,4.432375
GPC6,6.199804
GOLGA7,2.198425
OACT5,7.416803
LRG1,2.544617
AP1GBP1,4.232849
RAB39,2.745353
ZNF721,8.785959
KLHL26,4.255911
DDX5,11.147542
MOSPD3,5.546358
FLJ20298,2.382439
HNRPM,6.236065
KCNJ6,4.447883
IL22RA2,1.6962
LTBP3,5.808104
LOC168474,6.24565
GRIN1,1.955267
C15ORF48,2.132266
PDE3A,2.991879
TAPBPL,3.271577
NHLH1,2.032266
SOX9,5.170634
KRTAP19-5,2.883368
C1ORF131,7.828436
C6ORF75,7.838678
C20ORF135,2.207931
WDR13,6.571982
KBTBD1,2.246669
VRK3,4.641929
ADAMTS9,5.204781
PDE1A,1.869954
LSM8,6.645668
C10ORF79,1.588421
LIPI,1.192695
RORA,3.178332
SNIP,1.704143
PERLD1,6.951546
FLJ39378,6.530603
TMTC2,4.569954
PPP2R2D,5.790405
LTV1,8.093662
FLRT3,7.663299
ALKBH4,4.735462
GMIP,4.945594
DFFA,5.341776
GALGT,1.919279
C4ORF17,1.786231
PFKP,9.145
IFITM3,10.656628
CMYA5,4.000549
POU6F1,3.14474
ART4,4.218112
RBM12B,6.723038
PPHLN1,2.656034
TRIO,4.927102
LOC114984,5.735187
RAB5A,8.568703
SLC30A3,6.848256
TOR1A,7.160581
C20ORF179,1.795281
PPA1,11.16545
VRK1,7.134698
FHL1,7.437441
WDR81,4.177669
ELA1,1.748824
DOK2,1.741149
DKFZP781I1119,4.211955
NIPSNAP1,9.082489
CSF1,2.008531
GAB3,1.57499
BAK1,5.79763
KIAA1598,8.197166
SIN3A,8.3894
C18ORF21,7.53676
MYO1D,5.157896
FLJ23577,4.051484
PARC,3.085722
PSME1,9.583004
JUN,7.460923
PPL,5.729606
TK1,8.339143
TYMS,9.672777
UNC119,3.2189
CEACAM8,2.158169
SPRR2B,1.849624
IFRG15,2.775192
RLN3R2,2.90443
GNL3,8.706481
LOC653623,1.690886
CHD8,9.1572
MRPL23,9.412333
GNG3,4.194417
MGC17624,4.376908
KCNQ1,1.790779
THRAP1,3.078525
P2RX3,1.745371
C16ORF3,2.16101
VSIG1,2.281768
PSD,2.38067
IL1RN,1.930512
MGC27121,1.949494
LOC113179,5.877404
KRTHB4,1.710667
LIN7A,4.711893
RPS6KA3,4.201068
ENTPD4,6.32052
FLJ23356,2.237489
SV2B,2.148703
ACF,3.048798
C20ORF30,10.007841
RBMY1E,1.783906
METTL2A,3.831686
PPFIBP1,4.950321
PDIK1L,5.092427
C17ORF78,1.418141
LOC390927,2.709117
TLX3,2.53749
SLC6A8,6.959956
COVA1,1.478827
FAM55D,1.486577
UBL4B,1.764552
LHX3,1.483381
RASL12,6.306711
SEMA6D,2.0846
ACADVL,9.387067
TTLL1,2.380775
NT5C,8.869357
NTNG2,2.597767
UNQ9391,1.875023
NGFRAP1L1,5.24844
ZWILCH,5.704824
FAM109B,4.940974
DKFZP434O0527,2.824368
TNR,1.959682
CPNE5,1.5602
ZNF165,6.64037
B4GALT2,3.495622
VPS53,4.249331
FLJ27505,1.088506
PDE7B,2.1809
GRSF1,8.665988
MESP1,2.427092
SFN,4.206654
NNT,6.374538
C1ORF140,2.121464
FLJ20397,4.415205
PARP8,7.455731
ARHGAP6,2.051295
FLJ45530,2.151147
FRAS1,8.500871
GHSR,1.655539
HEXB,9.280776
ASB6,5.078817
ESPN,3.458015
ZNF18,6.288612
MS4A2,1.952617
PDCD1,2.534727
COL18A1,9.325405
SPACA4,2.182977
PLEKHH2,3.228148
GLDC,9.682705
MYBBP1A,6.085184
C9ORF85,2.806745
UBE2E1,10.260326
ZNF155,3.267913
ZNF235,5.061574
CSDC2,4.201939
ROBO1,4.126272
OR4C46,1.978094
FLJ30294,1.672355
USP14,7.87764
ZNF189,6.461843
C14ORF145,4.22267
MGC3207,5.406108
ADAM32,2.102202
PPM1G,10.909599
SSR3,5.207375
PRKCB1,6.996769
FATE1,1.628114
HSPC142,9.30325
UBTF,5.183135
CSTF3,5.654499
C1ORF182,2.628915
SLCO1A2,2.507194
MGC4093,4.694284
ANXA11,2.259141
C9ORF24,1.553209
LHX2,3.280328
C14ORF28,4.196334
CALCA,5.26864
AQP5,2.185082
MARCKS,10.536069
UBADC1,9.543122
SHC4,2.579808
C20ORF118,2.803183
GOSR2,4.669181
MIF,11.800719
OSRF,4.200691
MRPS36,5.480062
F11,1.921865
LDHA,10.940969
SPACA1,3.086854
RC3H1,1.726718
GOLGA1,3.956033
TINAGL1,2.572749
PLA2G5,1.904864
KIAA1797,6.775007
BACH1,3.392231
FAM104A,8.393656
DHRS1,7.041226
NICN1,7.509203
USP44,8.094873
PRPF18,5.364694
STGC3,1.488573
KRTHA2,1.894043
ZNF682,2.193615
ESSPL,1.407597
IFI30,2.986901
NDST1,5.921135
CYP1A1,2.827416
NR4A3,1.721145
MBNL1,4.503704
BRCC2,2.179516
CLEC11A,4.918896
ADORA2A,5.36414
WHSC1L1,2.558736
NDUFB5,10.227698
IGF2BP3,10.741547
ZNFN1A2,2.11923
FAM8A1,3.786491
DHRS7,7.396874
FLJ45139,1.879124
RGNEF,1.865782
LAIR2,2.491703
ACVRL1,1.919617
SLD5,7.076807
CPA2,1.566199
CSTF2T,5.689119
FLJ13265,1.71781
PADI4,2.603962
C17ORF71,5.829424
CBARA1,5.907259
EYA1,3.736032
FKBP2,5.861413
MGC33214,2.778843
UBAP1,7.872395
NPLOC4,6.478753
SPTBN5,2.261152
RDS,1.885512
GPR34,1.794345
STRA6,3.513522
IGF2R,9.352003
PKNOX2,4.398584
SBK1,2.893844
HINT1,11.900456
PILRB,4.050164
CTNS,6.93879
ESX1,2.006628
GYS2,1.365644
TAS2R44,1.372119
KIAA0182,7.843486
ATP5G2,3.458926
FAM33A,6.797789
LY86,1.634963
HM13,7.188426
SNX6,7.139971
NEDD4,2.511091
SLC7A8,7.580593
ART1,2.609046
ACSL5,2.016834
TNS1,2.808448
OR13D1,2.242812
GNG2,5.17839
ANP32A,5.379703
RPS6KA6,3.742071
SNCAIP,6.099172
GCNT2,5.154586
MICAL1,8.015734
SIGIRR,6.156726
PCNP,9.805071
FAM46B,9.27289
FLJ45121,1.950874
PHC2,4.861806
LOC550631,2.031139
BCAS4,7.525208
RASSF1,1.335284
KIF14,7.406672
RNF41,6.449432
TCEB3,7.54351
ATP7A,2.542188
C1QL4,1.6978
FAS,2.42235
ZGPAT,2.208368
SLC41A3,1.498763
RPIB9,2.89335
C11ORF24,5.771154
C19ORF22,9.097835
RGS8,1.765336
PPP1R1C,1.834045
FLJ20718,6.27499
LCE3E,1.63403
RGS16,4.536111
RBPMS2,11.203801
PNPLA1,2.94442
RPESP,4.155133
MS4A8B,1.579172
HTR4,1.940791
OR8K3,1.817914
KCNJ10,2.47907
SMCR7,1.794663
IQSEC1,6.05515
MRPL45,7.782894
TM4SF19,2.632019
NPAS3,2.008422
PPP1R7,7.120766
FAM3A,7.916517
PRKACG,2.28635
SNTB2,7.125958
PLCD4,1.736073
ARL11,1.766213
FLJ46831,4.507828
DUSP4,3.713074
CENTB1,5.186678
RHBDF1,8.123163
HLA-DQA1,1.616559
HIF3A,1.834514
MAGEB4,1.172303
ZNF92,3.129316
TBX18,2.262462
SPANX-N4,1.299481
PLA2G12B,4.50663
ITIH2,1.835065
CEP68,6.393371
SH3KBP1,8.023067
TPSD1,1.773355
LOC339977,2.023082
CASC2,3.900117
C10ORF77,5.465452
PYCR2,8.644928
FAM36A,4.873366
ATBF1,5.71898
C2ORF13,1.868943
C21ORF67,1.437167
CRELD1,2.897522
C20ORF96,4.611145
TMEM77,6.140764
LARP2,4.915627
FMO3,1.268851
CPN1,4.28063
OR4A16,1.919181
FSCN1,11.658737
RNF40,6.941506
HSD17B2,1.883971
LBX2,2.268447
SAA1,1.890523
CLCN6,3.891041
ZNF25,2.626055
ROCK1,6.635516
EHD2,2.953984
CSTF3,8.745137
PHF12,3.759695
STRBP,7.839196
MYO5C,7.696407
ALKBH6,6.433068
NAALADL2,1.832115
SAC,1.330939
CERKL,2.181964
KIAA0963,5.096997
COMMD9,6.969826
NEBL,4.534529
CCDC7,1.826413
TBKBP1,3.323288
DAB2IP,2.65802
STX5A,7.233663
LOC653803,4.133366
NPR2,5.341452
AKAP3,3.284345
CSNK1E,2.128892
LOC283129,2.349772
HPS4,3.994453
PIGF,7.816759
RPS6,12.197029
POLR2J2,2.184947
C15ORF27,2.723979
